                                                           Profile results (total time)
Proc Name                                                                                          Self CPU    Total CPU    Real Time        Calls
/mob/living/carbon/human/dummy/mannequin/New                                                          0.000        0.031        0.030            1
/atom/movable/onDropInto                                                                              0.000        0.000        0.000          380
/mob/living/carbon/human/Check_Shoegrip                                                               0.000        0.000        0.000            6
/mob/living/carbon/human/Allow_Spacemove                                                              0.000        0.000        0.000            3
/datum/antagonist/ninja/New                                                                           0.000        0.000        0.000            1
/datum/antagonist/mercenary/New                                                                       0.000        0.000        0.000            1
/atom/movable/overlay/New                                                                             0.000        0.000        0.000            1
/atom/movable/overlay/Destroy                                                                         0.000        0.000        0.000            1
/datum/antagonist/ert/New                                                                             0.000        0.000        0.000            1
/datum/antagonist/deathsquad/New                                                                      0.000        0.001        0.001            2
/mob/living/carbon/human/fully_replace_character_name                                                 0.000        0.000        0.000            2
/mob/living/carbon/human/proc/set_species                                                             0.000        0.125        0.126            4
/atom/movable/lighting_overlay/Destroy                                                                0.000        0.006        0.008          105
/datum/species/proc/get_damage_mask                                                                   0.000        0.000        0.000            1
/mob/living/carbon/human/take_overall_damage                                                          0.000        0.006        0.006            1
/mob/living/carbon/human/heal_organ_damage                                                            0.000        0.000        0.000            4
/datum/antagonist/deathsquad/mercenary/New                                                            0.000        0.001        0.001            1
/datum/antagonist/actor/New                                                                           0.000        0.000        0.000            1
/datum/antagonist/xenos/New                                                                           0.000        0.000        0.000            2
/datum/species/proc/get_icobase                                                                       0.000        0.000        0.000          297
/obj/machinery/computer/station_alert/proc/register_monitor                                           0.000        0.000        0.000            4
/atom/DblClick                                                                                        0.000        0.000        0.000           10
/datum/antagonist/proc/update_icons_removed                                                           0.000        0.000        0.000           34
/mob/living/carbon/human/adjustCloneLoss                                                              0.000        0.000        0.000            1
/mob/living/carbon/human/Weaken                                                                       0.000        0.018        0.017            4
/datum/antagonist/proc/clear_indicators                                                               0.000        0.000        0.000           14
/mob/living/carbon/human/get_adjusted_metabolism                                                      0.000        0.000        0.000            4
/mob/living/carbon/human/can_stand_overridden                                                         0.000        0.000        0.000           23
/atom/set_opacity                                                                                     0.000        0.001        0.001          524
/datum/antagonist/proc/is_antagonist                                                                  0.000        0.000        0.000           34
/datum/antagonist/New                                                                                 0.000        0.002        0.002           17
/atom/attack_hand                                                                                     0.000        0.000        0.000           13
/mob/living/carbon/human/reset_view                                                                   0.000        0.005        0.005         1044
/datum/visualnet/proc/update_visibility                                                               0.000        0.047        0.045         1593
/mob/living/carbon/human/drop_from_inventory                                                          0.000        0.139        0.140           58
/datum/wires/proc/RandomCutAll                                                                        0.000        0.000        0.000            6
/datum/wires/proc/GenerateWires                                                                       0.000        0.000        0.000            2
/mob/living/carbon/human/get_visible_gender                                                           0.000        0.000        0.000            1
/datum/visualnet/proc/remove_eye                                                                      0.000        0.000        0.000           76
/datum/wires/Destroy                                                                                  0.000        0.002        0.002          105
/obj/screen/click_catcher/Click                                                                       0.000        0.000        0.000            1
/obj/machinery/biogenerator/update_icon                                                               0.000        0.000        0.000            6
/obj/screen/movable/ability_master/proc/toggle_open                                                   0.000        0.000        0.000            3
/datum/browser/proc/add_stylesheet                                                                    0.000        0.000        0.000            2
/mob/living/carbon/human/get_species                                                                  0.000        0.000        0.000            1
/obj/screen/movable/ability_master/update_icon                                                        0.000        0.000        0.000          389
/obj/screen/movable/action_button/proc/UpdateIcon                                                     0.000        0.000        0.000            6
/obj/item/clothing/head/get_mob_overlay                                                               0.000        0.002        0.002            4
/obj/screen/movable/action_button/hide_toggle/UpdateIcon                                              0.000        0.000        0.000            1
/obj/screen/fullscreen/Destroy                                                                        0.000        0.000        0.000            2
/obj/screen/Destroy                                                                                   0.000        0.006        0.006          167
/obj/screen/inventory/Click                                                                           0.000        0.000        0.000            8
/obj/screen/Click                                                                                     0.000        0.017        0.017            4
/mob/living/carbon/human/eyecheck                                                                     0.000        0.000        0.000            1
/mob/living/carbon/brain/Login                                                                        0.000        0.005        0.005            1
/datum/trader/ship/unique/tick                                                                        0.000        0.000        0.000           98
/datum/trader/ship/tick                                                                               0.000        0.000        0.000          521
/obj/proc/GetJobName                                                                                  0.000        0.000        0.000           36
/datum/trader/ship/New                                                                                0.000        0.624        0.627           69
/obj/machinery/atmospherics/unary/outlet_injector/initialize                                          0.000        0.006        0.006           17
/datum/uniqueness_generator/id_random/Generate                                                        0.000        0.000        0.000            7
/datum/uniqueness_generator/id_sequential/Generate                                                    0.000        0.000        0.000           46
/datum/cache_entry/New                                                                                0.000        0.000        0.000            1
/datum/follow_holder/mech/get_suffix                                                                  0.000        0.000        0.000           12
/obj/proc/hides_under_flooring                                                                        0.000        0.000        0.000          222
/mob/living/silicon/proc/process_queued_alarms                                                        0.000        0.000        0.000            1
/datum/follow_holder/human/get_suffix                                                                 0.000        0.000        0.000            7
/obj/machinery/atmospherics/unary/vent_pump/Destroy                                                   0.000        0.089        0.088            5
/datum/follow_holder/proc/get_suffix                                                                  0.000        0.000        0.000           99
/datum/ai_laws/nanotrasen_aggressive/New                                                              0.000        0.000        0.000            1
/obj/machinery/camera/New                                                                             0.000        0.000        0.000            1
/obj/machinery/camera/Destroy                                                                         0.000        0.146        0.145            6
/datum/follow_holder/proc/get_name                                                                    0.000        0.000        0.000          802
/obj/machinery/camera/proc/deactivate                                                                 0.000        0.000        0.000            6
/obj/machinery/camera/proc/destroy                                                                    0.000        0.204        0.204            6
/obj/machinery/camera/proc/triggerCameraAlarm                                                         0.000        0.204        0.204            6
/obj/machinery/camera/proc/can_use                                                                    0.000        0.000        0.000           13
/mob/living/silicon/ai/updatehealth                                                                   0.000        0.000        0.000            1
/datum/follow_holder/Destroy                                                                          0.000        0.007        0.006          156
/datum/follow_holder/New                                                                              0.000        0.000        0.000          256
/datum/proximity_trigger/proc/unregister_turfs                                                        0.000        0.000        0.000            1
/obj/machinery/camera/proc/update_coverage                                                            0.000        0.002        0.002          266
/obj/machinery/camera/ex_act                                                                          0.000        0.352        0.351           13
/datum/proximity_trigger/Destroy                                                                      0.000        0.000        0.000            1
/mob/living/carbon/human/ex_act                                                                       0.000        0.700        1.692            1
/datum/proximity_trigger/New                                                                          0.000        0.000        0.000            1
/obj/machinery/camera/get_source_name                                                                 0.000        0.000        0.000            6
/obj/machinery/camera/deactivate                                                                      0.000        0.000        0.000            6
/obj/machinery/camera/New                                                                             0.000        0.000        0.000            1
/obj/machinery/camera/Destroy                                                                         0.000        0.147        0.146            6
/obj/machinery/door/Adjacent                                                                          0.000        0.000        0.000            3
/obj/machinery/door/airlock/get_material                                                              0.000        0.000        0.000           57
/mob/living/carbon/human/Destroy                                                                      0.000        0.560        0.561            1
/mob/living/carbon/drop_from_inventory                                                                0.000        0.139        0.140           49
/obj/machinery/door/airlock/bumpopen                                                                  0.000        0.030       24.470          482
/mob/living/carbon/get_full_print                                                                     0.000        0.000        0.000          138
/mob/living/carbon/update_emotes                                                                      0.000        0.025        0.024           18
/mob/living/carbon/human/New                                                                          0.000        0.061        0.061            2
/obj/machinery/door/airlock/proc/lock                                                                 0.000        0.019        0.019           61
/obj/machinery/atmospherics/pipe/zpipe/hide                                                           0.000        0.000        0.000           15
/obj/machinery/door/airlock/proc/command                                                              0.000        0.119      131.015          303
/mob/living/carbon/human/death                                                                        0.000        0.014        0.014            5
/datum/event/infestation/proc/set_location_get_infestation_turfs                                      0.000        0.004        0.003            1
/datum/controller/occupations/proc/GetJobByType                                                       0.000        0.000        0.000            1
/mob/living/carbon/human/gib                                                                          0.000        0.700        1.692            1
/datum/event/infestation/start                                                                        0.000        0.017        0.016            1
/obj/machinery/door/airlock/requiresID                                                                0.000        0.002        0.002          479
/datum/event/dust/proc/get_severity                                                                   0.000        0.000        0.000            1
/datum/event/dust/end                                                                                 0.000        0.006        0.006            1
/datum/event/dust/start                                                                               0.000        0.000        0.000            1
/obj/machinery/door/airlock/attack_hand                                                               0.000        0.002        0.002            3
/obj/machinery/door/airlock/attackby                                                                  0.000        0.002        0.002            3
/obj/machinery/atmospherics/valve/digital/update_icon                                                 0.000        0.003        0.003           52
/obj/machinery/atmospherics/tvalve/update_icon                                                        0.000        0.000        0.000            8
/obj/machinery/door/airlock/can_open                                                                  0.000        0.000        0.001        15078
/datum/event/dust/announce                                                                            0.000        0.006        0.006            1
/datum/event/communications_blackout/start                                                            0.000        0.000        0.000            1
/obj/machinery/atmospherics/binary/Destroy                                                            0.000        0.084        0.084            2
/obj/machinery/door/airlock/New                                                                       0.000        0.013        0.013           27
/datum/event/communications_blackout/announce                                                         0.000        0.000        0.000            1
/obj/machinery/door/airlock/Destroy                                                                   0.000        0.048        0.048            2
/datum/ic_assembly_integrated_circuits/proc/(map_init)                                                0.000        0.000        0.000            1
/obj/machinery/door/airlock/take_damage                                                               0.000        0.017        0.017            4
/datum/ic_assembly_connection/output_to_input/proc/(map_init)                                         0.000        0.000        0.000            1
/mob/living/carbon/human/set_species                                                                  0.000        0.042        0.041            4
/datum/event/trivial_news/announce                                                                    0.000        0.021        0.021            4
/mob/living/carbon/human/get_full_print                                                               0.000        0.001        0.000          138
/datum/event/mundane_news/announce                                                                    0.000        0.014        0.014            3
/mob/living/add_to_dead_mob_list                                                                      0.000        0.000        0.000            3
/obj/machinery/door/airlock/New                                                                       0.000        0.013        0.013           27
/obj/machinery/door/airlock/Destroy                                                                   0.000        0.048        0.048            2
/obj/machinery/door/airlock/Destroy                                                                   0.000        0.048        0.048            2
/obj/machinery/door/airlock/allowed                                                                   0.000        0.011        0.012          485
/obj/machinery/door/blocks_airlock                                                                    0.000        0.000        0.000          299
/mob/living/bot/floorbot/update_icons                                                                 0.000        0.000        0.000            3
/obj/machinery/door/blast/Bumped                                                                      0.000        0.000        0.000          322
/datum/event/economic_event/end                                                                       0.000        0.000        0.000            1
/obj/machinery/door/blast/proc/force_close                                                            0.000        0.001       10.059            7
/obj/machinery/door/blast/get_material                                                                0.000        0.000        0.000          217
/obj/machinery/door/blast/close                                                                       0.000        0.001       10.059            7
/datum/event/economic_event/announce                                                                  0.000        0.005        0.005            1
/obj/machinery/door/proc/can_open                                                                     0.000        0.000        0.001          572
/obj/machinery/door/proc/can_close                                                                    0.000        0.000        0.000          330
/datum/event/economic_event/start                                                                     0.000        0.000        0.000            1
/obj/machinery/door/proc/take_damage                                                                  0.000        0.044        0.044           19
/obj/machinery/door/proc/open                                                                         0.000        0.006      272.664          222
/datum/event/proc/kill                                                                                0.000        0.079        0.079           16
/datum/event/proc/lastProcessAt                                                                       0.000        0.000        0.000          405
/obj/machinery/door/proc/requiresID                                                                   0.000        0.000        0.000          673
/obj/machinery/door/proc/update_heat_protection                                                       0.000        0.000        0.000          460
/obj/machinery/door/New                                                                               0.000        0.013        0.013           27
/obj/machinery/door/Destroy                                                                           0.000        0.001        0.002           11
/datum/event/proc/end                                                                                 0.000        0.000        0.000           14
/datum/event/proc/tick                                                                                0.000        0.000        0.000          369
/datum/event/proc/announce                                                                            0.000        0.000        0.000            5
/obj/machinery/door/hitby                                                                             0.000        0.014        0.014            5
/obj/machinery/door/attack_hand                                                                       0.000        0.002        0.002            3
/obj/machinery/door/attackby                                                                          0.000        0.000        0.000            3
/obj/machinery/door/ex_act                                                                            0.000        0.093        0.093           59
/obj/machinery/door/update_icon                                                                       0.000        0.000        0.000            9
/obj/machinery/door/allowed                                                                           0.000        0.023        0.025         1152
/obj/machinery/door/update_nearby_tiles                                                               0.000        0.000        0.000          453
/datum/controller/process/turbolift/New                                                               0.000        0.000        0.000            1
/mob/living/carbon/human/set_id_info                                                                  0.000        0.261        0.261            2
/obj/machinery/door/firedoor/proc/latetoggle                                                          0.000        0.000        0.000           28
/obj/machinery/door/firedoor/close                                                                    0.000        0.003       27.672           28
/obj/machinery/door/firedoor/do_animate                                                               0.000        0.000        0.001           28
/datum/event/proc/start                                                                               0.000        0.000        0.000           12
/datum/species/proc/get_race_key                                                                      0.000        0.000        0.000          320
/datum/event/proc/setup                                                                               0.000        0.000        0.000           16
/datum/event/New                                                                                      0.000        0.000        0.001           16
/datum/extension/appearance/New                                                                       0.000        0.000        0.000            1
/obj/machinery/door/window/open                                                                       0.000        0.000        6.914            5
/obj/machinery/door/window/close                                                                      0.000        0.000        1.988            2
/datum/species/proc/get_bodytype                                                                      0.000        0.000        0.000           54
/datum/controller/process/turf/setup                                                                  0.000        0.000        0.000            1
/obj/machinery/power/apc/proc/energy_fail                                                             0.000        0.000        0.000          170
/datum/extension/New                                                                                  0.000        0.000        0.000            1
/datum/sun/New                                                                                        0.000        0.000        0.000            1
/datum/mind/proc/store_memory                                                                         0.000        0.000        0.000            2
/mob/living/carbon/human/mind_initialize                                                              0.000        0.000        0.000            1
/mob/living/carbon/human/proc/create_stack                                                            0.000        0.001        1.425            1
/obj/machinery/power/apc/proc/autoset                                                                 0.000        0.000        0.000         1980
/obj/machinery/power/apc/proc/set_broken                                                              0.000        0.058        0.058            4
/datum/chunk/camera/acquire_visible_turfs                                                             0.000        0.000        0.000           79
/datum/mind/New                                                                                       0.000        0.000        0.000            1
/datum/mil_branches/proc/get_rank                                                                     0.000        0.000        0.000            2
/mob/living/carbon/human/proc/fixblood                                                                0.000        0.000        0.000           16
/mob/living/carbon/human/proc/make_blood                                                              0.000        0.000        0.000            2
/mob/living/carbon/human/proc/update_surgery                                                          0.000        0.000        0.000           28
/obj/machinery/power/apc/ex_act                                                                       0.000        0.022        0.022            9
/obj/machinery/power/apc/disconnect_terminal                                                          0.000        0.000        0.000            3
/datum/mil_branches/proc/get_branch                                                                   0.000        0.000        0.000            2
/obj/machinery/portable_atmospherics/canister/ui_data                                                 0.000        0.000        0.000            4
/datum/chunk/proc/update                                                                              0.000        0.000        0.000           75
/datum/datacore/proc/ResetPDAManifest                                                                 0.000        0.000        0.000          155
/datum/chunk/proc/visibility_changed                                                                  0.000        0.000        0.000          304
/obj/machinery/power/supermatter/bullet_act                                                           0.000        0.000        0.000            7
/obj/machinery/power/supermatter/GotoAirflowDest                                                      0.000        0.000        0.000           26
/datum/datacore/proc/CreateMedicalRecord                                                              0.000        0.000        0.000            1
/datum/chunk/proc/remove_eye                                                                          0.000        0.000        0.000          304
/datum/datacore/proc/CreateGeneralRecord                                                              0.000        0.131        0.132            1
/obj/machinery/power/smes/disconnect_terminal                                                         0.000        0.000        0.000            1
/mob/living/carbon/human/proc/animate_tail_stop                                                       0.000        0.005        0.005            1
/mob/living/carbon/human/proc/animate_tail_reset                                                      0.000        0.000        0.000           24
/mob/living/carbon/human/proc/set_tail_state                                                          0.000        0.000        0.000           25
/datum/datacore/proc/manifest_inject                                                                  0.000        0.131        0.132            1
/datum/datacore/proc/manifest                                                                         0.000        0.000        0.000            1
/mob/living/carbon/human/proc/get_tail_icon                                                           0.000        0.000        0.000           24
/obj/machinery/power/smes/proc/Percentage                                                             0.000        0.000        0.000         1022
/obj/machinery/power/smes/proc/energy_fail                                                            0.000        0.000        0.000           17
/obj/machinery/power/smes/proc/take_damage                                                            0.000        0.000        0.000            3
/mob/living/carbon/human/proc/update_tail_showing                                                     0.000        0.000        0.001           61
/obj/machinery/power/smes/ex_act                                                                      0.000        0.000        0.000            3
/obj/machinery/power/smes/buildable/max_cap_in_out/initialize                                         0.000        0.000        0.000            1
/mob/living/carbon/human/proc/update_hair                                                             0.000        0.005        0.007           31
/obj/machinery/power/smes/buildable/update_icon                                                       0.000        0.169        0.168          179
/obj/machinery/power/breakerbox/activated/initialize                                                  0.000        0.015        0.015            7
/datum/controller/process/inactivity/doWork                                                           0.000        0.000        0.000          171
/datum/category_item/player_setup_item/skills/sanitize_character                                      0.000        0.001        0.001            3
/obj/machinery/power/generator/proc/reconnect                                                         0.000        0.000        0.000            2
/datum/category_item/player_setup_item/occupation/proc/prune_job_prefs_for_rank                       0.000        0.069        0.069            3
/mob/living/carbon/human/proc/update_underwear                                                        0.000        0.000        0.000           30
/datum/category_item/player_setup_item/relations/sanitize_character                                   0.000        0.000        0.000            3
/datum/category_item/player_setup_item/loadout/sanitize_character                                     0.000        0.000        0.000            3
/obj/machinery/power/port_gen/pacman/initialize                                                       0.000        0.000        0.000            5
/datum/category_item/player_setup_item/player_global/ooc/sanitize_preferences                         0.000        0.000        0.000            3
/datum/category_item/player_setup_item/player_global/language/sanitize_preferences                    0.000        0.000        0.000            3
/obj/machinery/power/Destroy                                                                          0.000        0.001        0.001            8
/datum/category_item/player_setup_item/player_global/ui/sanitize_preferences                          0.000        0.000        0.000            3
/datum/category_item/player_setup_item/general/flavor/content                                         0.000        0.000        0.000            1
/obj/machinery/power/proc/draw_power                                                                  0.000        0.000        0.000            7
/datum/category_item/player_setup_item/general/flavor/sanitize_character                              0.000        0.000        0.000            3
/mob/living/carbon/human/proc/has_organ_for_slot                                                      0.000        0.000        0.000           15
/obj/machinery/power/proc/disconnect_terminal                                                         0.000        0.000        0.000            8
/datum/category_item/player_setup_item/general/background/content                                     0.000        0.000        0.000            1
/datum/category_item/player_setup_item/general/background/sanitize_character                          0.000        0.000        0.000            3
/obj/machinery/power/solar/proc/set_control                                                           0.000        0.000        0.000          344
/obj/machinery/power/solar/proc/unset_control                                                         0.000        0.000        0.001          184
/mob/living/carbon/human/proc/has_organ                                                               0.000        0.000        0.000           13
/datum/category_item/player_setup_item/general/equipment/proc/get_metadata                            0.000        0.000        0.000            2
/mob/living/carbon/human/proc/sync_organ_dna                                                          0.000        0.037        0.036            5
/datum/category_item/player_setup_item/general/equipment/content                                      0.000        0.000        0.000            1
/datum/category_item/player_setup_item/general/equipment/sanitize_character                           0.000        0.000        0.000            3
/obj/machinery/power/solar_control/connect_to_network                                                 0.000        0.000        0.000           12
/datum/category_item/player_setup_item/general/body/proc/has_flag                                     0.000        0.000        0.000            5
/datum/category_item/player_setup_item/general/body/content                                           0.000        0.131        0.131            1
/mob/living/carbon/human/proc/update_eyes                                                             0.000        0.006        0.006            1
/datum/chunk/proc/add_eye                                                                             0.000        0.000        0.000          304
/datum/category_item/player_setup_item/general/body/sanitize_character                                0.000        0.000        0.000            3
/datum/category_item/player_setup_item/general/language/proc/sanitize_alt_languages                   0.000        0.000        0.000            3
/obj/machinery/power/solar_control/autostart/initialize                                               0.000        0.068        0.068            3
/datum/chunk/proc/remove_source                                                                       0.000        0.000        0.000           76
/datum/category_item/player_setup_item/general/language/content                                       0.000        0.000        0.000            1
/obj/machinery/power/tracker/proc/set_control                                                         0.000        0.000        0.000            3
/datum/category_item/player_setup_item/general/language/sanitize_character                            0.000        0.000        0.000            3
/obj/machinery/power/emitter/initialize                                                               0.000        0.000        0.000           16
/obj/machinery/power/emitter/Destroy                                                                  0.000        0.007        0.007            1
/datum/category_item/player_setup_item/general/basic/content                                          0.000        0.000        0.000            1
/obj/machinery/power/emitter/attack_hand                                                              0.000        0.034        0.034            4
/obj/machinery/light/ex_act                                                                           0.000        0.047        0.047           24
/obj/machinery/power/emitter/proc/get_initial_fire_delay                                              0.000        0.000        0.000            2
/obj/machinery/power/emitter/proc/get_rand_burst_delay                                                0.000        0.000        0.000            1
/obj/machinery/power/emitter/proc/get_burst_delay                                                     0.000        0.000        0.000            6
/obj/machinery/disposal/Destroy                                                                       0.000        0.000        0.000            1
/mob/living/carbon/human/proc/check_mouth_coverage                                                    0.000        0.000        0.000            3
/datum/category_item/player_setup_item/general/basic/sanitize_character                               0.000        0.000        0.000            3
/datum/action/proc/Checks                                                                             0.000        0.000        0.000            6
/obj/machinery/power/rad_collector/proc/receive_pulse                                                 0.000        0.000        0.000           92
/obj/machinery/turretid/initialize                                                                    0.000        0.000        0.000            6
/datum/category_item/player_setup_item/antagonism/basic/sanitize_character                            0.000        0.000        0.000            3
/obj/machinery/turretid/power_change                                                                  0.000        0.006        0.005          255
/obj/machinery/turretid/update_icon                                                                   0.000        0.000        0.000           12
/obj/machinery/teleport/station/update_icon                                                           0.000        0.000        0.000            5
/datum/category_item/player_setup_item/antagonism/candidacy/proc/valid_special_roles                  0.000        0.003        0.003            3
/obj/machinery/gateway/centerstation/update_icon                                                      0.000        0.000        0.000            4
/datum/category_item/player_setup_item/antagonism/candidacy/sanitize_character                        0.000        0.003        0.003            3
/obj/machinery/gateway/initialize                                                                     0.000        0.000        0.000            8
/obj/machinery/gateway/update_icon                                                                    0.000        0.000        0.000           32
/datum/category_item/player_setup_item/proc/preference_mob                                            0.000        0.000        0.000            3
/mob/living/carbon/human/proc/get_damageable_organs                                                   0.000        0.000        0.000            1
/obj/machinery/computer/general_air_control/proc/set_frequency                                        0.000        0.001        0.001           16
/obj/machinery/computer/general_air_control/initialize                                                0.000        0.006        0.007           16
/mob/living/carbon/human/proc/get_damaged_organs                                                      0.000        0.000        0.000            4
/datum/category_item/player_setup_item/proc/sanitize_preferences                                      0.000        0.000        0.000           39
/obj/machinery/computer/teleporter/initialize                                                         0.000        0.004        0.004            6
/datum/chunk/proc/add_source                                                                          0.000        0.000        0.000           76
/datum/category_item/player_setup_item/proc/sanitize_character                                        0.000        0.000        0.000           15
/obj/machinery/computer/atmos_alert/initialize                                                        0.000        0.001        0.001            3
/obj/machinery/computer/atmos_alert/update_icon                                                       0.000        0.007        0.008           25
/obj/machinery/computer/cloning/initialize                                                            0.000        0.003        0.003            2
/obj/machinery/computer/cloning/proc/updatemodules                                                    0.000        0.002        0.002            2
/obj/machinery/computer/cloning/proc/findscanner                                                      0.000        0.000        0.000            2
/obj/machinery/computer/cloning/proc/releasecloner                                                    0.000        0.000        0.000            2
/datum/category_item/player_setup_item/dd_SortValue                                                   0.000        0.000        0.000           13
/datum/alarm/New                                                                                      0.000        0.232        0.235          168
/mob/living/carbon/human/proc/check_dna                                                               0.000        0.000        0.000           10
/obj/machinery/computer/ex_act                                                                        0.000        0.000        0.000            5
/datum/category_item/player_setup_item/New                                                            0.000        0.000        0.000           17
/obj/machinery/computer/proc/set_broken                                                               0.000        0.000        0.000            1
/obj/machinery/computer/message_monitor/update_icon                                                   0.000        0.002        0.002            7
/obj/machinery/computer/message_monitor/initialize                                                    0.000        0.001        0.001            2
/datum/category_item/underwear/proc/generate_image                                                    0.000        0.000        0.000           54
/mob/living/carbon/human/proc/force_update_limbs                                                      0.000        0.018        0.019            3
/datum/category_item/underwear/proc/is_default                                                        0.000        0.000        0.000           62
/obj/machinery/computer/station_alert/initialize                                                      0.000        0.003        0.003            4
/datum/chunk/proc/add_sources                                                                         0.000        0.000        0.000            4
